Raw file	m/z	Peaks / Da	Single peaks / Da	Isotope patterns / Da	Single isotope patterns / Da	SILAC pairs / Da	Identified SILAC pairs / Da	SILAC identification rate [%]	MS/MS / Da	Identified MS/MS / Da	Identification rate [%]
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	72.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	73.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	74.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	75.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	76.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	77.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	78.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	79.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	80.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	81.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	82.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	83.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	84.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	85.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	86.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	87.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	88.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	89.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	90.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	91.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	92.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	93.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	94.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	95.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	96.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	97.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	98.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	99.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	100.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	101.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	102.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	103.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	104.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	105.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	106.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	107.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	108.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	109.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	110.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	111.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	112.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	113.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	114.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	115.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	116.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	117.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	118.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	119.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	120.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	121.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	122.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	123.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	124.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	125.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	126.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	127.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	128.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	129.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	130.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	131.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	132.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	133.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	134.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	135.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	136.66666412353516	0	0	0	0	0	0	NaN	0	0	
20210531_QExHFX2_RSLC3_ADH_acidic-lib_sep_rep2	137.66666412353516	0	0	0	0	0	0	NaN	0	0	
