7e-005,0.0292128,17.3241,2,3
-0.001002,-0.41816,16.2122,2,3
-0.000189,-0.0788746,14.7852,2,3
-0.001148,-0.488876,14.4426,2,3
0.000266,0.137103,13.9607,2,3
-0.000498,-0.201352,13.1017,2,3
-0.000647,-0.261596,12.7422,2,3
1.9e-005,0.00703601,12.6985,2,3
-0.000457,-0.322563,12.6518,2,1
-6.9e-005,-0.0379942,12.4287,2,3
-0.001262,-0.49699,12.4158,2,3
0.000955,0.366975,12.2706,2,3
0.001296,0.49801,12.0387,2,3
-0.000198,-0.14135,11.8415,2,1
-0.000745,-0.286279,11.5058,2,3
-0.002854,-0.700186,11.4865,2,3
-0.00064,-0.310351,11.4814,2,3
-0.000813,-0.394243,11.4421,2,3
2.9e-005,0.0126126,11.3314,2,3
-0.000873,-0.616187,11.3162,2,1
-0.001178,-0.831465,11.1842,2,1
-0.00035,-0.180398,11.1169,2,3
-0.000632,-0.256881,11.0355,2,3
-0.000711,-0.295608,10.9139,2,3
-0.001278,-0.353353,10.8237,2,3
-0.001108,-0.410311,10.804,2,3
-0.001477,-1.04251,10.8008,2,1
0.000301,0.167044,10.6973,2,3
7e-006,0.00518662,10.595,2,0
-8.1e-005,-0.057172,10.5293,2,1
-0.000461,-0.181547,10.3658,2,3
-0.00034,-0.130651,10.3032,2,3
0.000263,0.185633,10.2327,2,1
0.00033,0.110383,10.1852,2,3
-0.00136,-0.485987,10.1553,2,3
-0.003951,-2.78872,10.1003,2,1
-0.003257,-2.29888,10.0283,2,1
-0.002103,-0.800695,10.0035,2,3
0.000907,0.467489,9.97583,2,3
4.3e-005,0.0303506,9.91406,2,1
0.002483,0.977834,9.9051,2,3
-0.000601,-0.308044,9.84314,2,3
-0.000812,-0.651849,9.73771,2,1
0.000225,0.0907159,9.70099,2,3
-0.000258,-0.144694,9.68404,2,3
-0.004119,-2.9073,9.64738,2,1
-0.000217,-0.134873,9.58991,2,1
-0.001562,-1.1025,9.58297,2,1
0.000143,0.100933,9.5676,2,1
-0.000827,-0.245859,9.56593,2,3
-0.000618,-0.336795,9.49916,2,1
-0.002607,-0.928907,9.40959,2,3
-0.000126,-0.0484176,9.36226,2,3
0.000122,0.0613015,9.24989,2,3
-0.000437,-0.35081,9.23704,2,1
2e-005,0.0104109,9.17713,2,3
0.000393,0.163936,9.09924,2,3
5.4e-005,0.0329308,9.0873,2,1
-0.001129,-0.377644,9.06208,2,3
0.000236,0.225502,9.02719,2,0
-0.002736,-1.0417,9.01503,2,3
-0.003277,-1.16764,8.99242,2,3
-0.000878,-0.343602,8.99049,2,3
-1e-006,-0.000609829,8.9736,2,1
-0.00034,-0.130651,8.9574,2,3
-0.000126,-0.0768385,8.94313,2,1
-0.000914,-0.733732,8.93046,2,1
6.2e-005,0.0378094,8.85474,2,1
0.001618,0.997644,8.83988,2,1
-0.000557,-0.191246,8.82769,2,3
-0.000433,-0.175711,8.78581,2,3
-5e-005,-0.0356944,8.74763,2,1
0.001436,1.15278,8.73848,2,1
0.000107,0.0943088,8.71267,2,0
3.1e-005,0.0189047,8.69396,2,1
-0.00178,-1.42893,8.66712,2,1
0.000152,0.107286,8.66641,2,1
-0.000447,-0.16758,8.66362,2,3
-0.000378,-0.111975,8.63329,2,3
-6e-006,-0.00487927,8.63253,2,1
-0.001637,-1.31413,8.62789,2,1
-0.001038,-0.444884,8.62553,2,3
-0.001221,-0.744601,8.61979,2,1
0.000744,0.396381,8.59998,2,3
0.000382,0.232955,8.57585,2,1
-0.002098,-1.05855,8.56918,2,0
0.007327,4.46822,8.54169,2,1
3.2e-005,0.0164935,8.53468,2,3
-0.000572,-0.314966,8.51135,2,3
-0.000618,-0.376874,8.49922,2,1
-0.001412,-1.13351,8.49782,2,1
0.00028,0.172642,8.4907,2,3
0.000216,0.0828433,8.48255,2,3
-0.000837,-0.309955,8.42721,2,3
-0.00057,-0.347603,8.41662,2,1
-5.5e-005,-0.0392638,8.33114,2,1
0.000901,0.374603,8.32669,2,3
1.6e-005,0.00975727,8.32142,2,1
-0.000725,-0.341634,8.31072,2,3
-0.000383,-0.21506,8.29748,2,1
6.6e-005,0.0402487,8.24527,2,1
-0.002925,-0.749456,8.21989,2,3
9.5e-005,0.0579338,8.15248,2,1
-6.9e-005,-0.0354201,8.13803,2,3
-0.00145,-0.57034,8.11319,2,3
-0.000333,-0.169292,8.10958,2,3
0.000367,0.294617,8.10429,2,1
-0.002519,-0.617999,8.0692,2,3
-0.000325,-0.154239,8.06895,2,1
0.000278,0.245027,8.05916,2,0
